person_id,era_from,era_to,                                               
1679,-140,-91,
1680,-175,-50,
1682,-157,-100,
1683,-150,-105,
1686,-175,-50,
1687,-175,-50,
1689,-175,-50,
1692,-140,-82,
1693,-152,-75,
1695,-154,-111,
1696,-175,-50,
1697,-150,-50,
1698,-140,-114,
1700,-150,-113,
1701,-157,-50,
1702,-175,-50,
1703,-150,-50,
1704,-150,-50,
1705,-143,-87,
1706,-150,-50,
1707,-150,-50,
1712,-150,-107,
1713,-150,-111,
1714,-150,-50,
1715,-150,-107,
1716,-150,-50,
1718,-151,-50,
1719,-150,-50,
1720,-149,-50,
1722,-142,-50,
1723,-150,-50,
1724,-150,-50,
1725,-150,-50,
1726,-150,-50,
1727,-150,-50,
1728,-142,-89,
1730,-150,-50,
1731,-149,-87,
1732,-150,-50,
1733,-150,-25,
1734,-142,-100,
1735,-150,-109,
1739,-150,-100,
1740,-150,-25,
1741,-150,-50,
1742,-143,-50,
1743,-154,-75,
1744,-140,-25,
1745,-150,-50,
1746,-138,-78,
1747,-150,-50,
1748,-140,-100,
1749,-150,-103,
1750,-147,-50,
1751,-150,-50,
1752,-150,-50,
1753,-141,-91,
1754,-150,-25,
1755,-150,-50,
1756,-119,-91,
1757,-150,-88,
1758,-150,-50,
1759,-150,-100,
1760,-150,-50,
1762,-150,-50,
1763,-139,-89,
1764,-136,-25,
1765,-150,-50,
1766,-133,-100,
1767,-132,-87,
1768,-175,-50,
1769,-150,-104,
1770,-150,-50,
1771,-150,-50,
1773,-150,-50,
1774,-135,-25,
1775,-150,-50,
1776,-150,-89,
1777,-150,-82,
1778,-150,-25,
1779,-150,-50,
1780,-150,-87,
1781,-150,-102,
1782,-150,-50,
1783,-150,-102,
1784,-150,-25,
1785,-150,-50,
1786,-150,-102,
1787,-175,-25,
1788,-150,-50,
1789,-100,0,
1790,-150,-50,
1791,-150,-25,
1792,-150,-25,
1794,-150,-50,
1795,-150,-25,
1796,-131,-90,
1797,-150,-50,
1798,-130,-87,
1799,-175,-25,
1800,-149,-50,
1801,-150,-25,
1802,-135,-85,
1803,-150,-100,
1804,-150,-98,
1805,-129,-88,
1806,-130,-98,
1807,-150,-76,
1808,-200,-100,
1809,-150,-100,
1811,-150,-75,
1812,-150,-25,
1813,-150,-25,
1814,-134,-44,
1815,-139,-71,
1816,-150,-82,
1817,-150,-25,
1818,-123,-71,
1819,-136,-25,
1820,-125,-25,
1821,-150,-25,
1822,-135,-50,
1824,-150,-25,
1825,-150,-25,
1826,-148,-49,
1828,-125,-90,
1829,-150,-25,
1830,-175,-25,
1831,-150,-25,
1832,-125,-25,
1833,-150,-25,
1834,-150,-25,
1835,-124,-82,
1836,-150,-25,
1837,-125,-90,
1839,-125,-25,
1841,-150,-89,
1842,-139,-25,
1843,-129,-82,
1845,-125,-25,
1847,-150,-25,
1848,-125,-25,
1849,-125,-90,
1850,-125,-25,
1851,-125,-50,
1853,-125,-25,
1854,-150,-56,
1860,-125,-25,
1861,-125,-25,
1863,-125,-25,
1864,-125,-25,
1865,-119,-59,
1866,-124,-73,
1867,-125,-25,
1868,-125,-25,
1869,-125,-25,
1870,-125,-25,
1871,-125,-84,
1872,-130,-87,
1873,-130,-87,
1874,-125,-90,
1875,-125,-25,
1876,-119,-53,
1877,-124,-83,
1878,-150,-50,
1880,-125,-25,
1881,-125,-25,
1882,-129,-25,
1883,-125,-87,
1884,-125,-91,
1885,-125,-25,
1886,-124,-88,
1887,-125,-25,
1888,-175,-50,
1889,-129,-64,
1891,-130,0,
1892,-125,-25,
1894,-125,-89,
1895,-125,-25,
1896,-125,0,
1897,-125,-25,
1898,-125,-25,
1900,-125,-25,
1901,-150,-25,
1902,-114,-50,
1903,-117,-56,
1904,-125,-25,
1905,-125,-25,
1908,-125,-25,
1909,-125,0,
1910,-125,-50,
1911,-125,-25,
1912,-125,0,
1913,-125,-87,
1914,-125,-25,
1915,-125,-25,
1916,-125,-25,
1917,-125,-25,
1918,-125,-25,
1919,-125,-25,
1920,-125,-89,
1922,-125,-25,
1924,-125,-25,
1928,-125,-87,
1929,-125,-82,
1930,-125,0,
1931,-125,-25,
1932,-124,-25,
1933,-125,-88,
1934,-125,-70,
1935,-125,-25,
1936,-125,-25,
1937,-125,-25,
1938,-125,-86,
1939,-120,-25,
1940,-125,-82,
1941,-125,-87,
1942,-115,-25,
1944,-125,-25,
1945,-125,-25,
1946,-115,-85,
1947,-111,-82,
1949,-119,-59,
1951,-125,-25,
1952,-125,-25,
1955,-125,-25,
1956,-125,-87,
1957,-100,-44,
1959,-125,-25,
1960,-125,-75,
1961,-125,-25,
1962,-125,-25,
1963,-116,-27,
1964,-150,-83,
1965,-125,-50,
1966,-125,-25,
1967,-125,-41,
1969,-125,25,
1970,-125,-80,
1971,-125,-75,
1972,-125,-25,
1973,-117,-77,
1974,-114,-46,
1976,-106,-48,
1977,-125,-82,
1978,-125,-25,
1979,-125,-25,
1980,-125,-80,
1981,-115,-53,
1982,-116,0,
1983,-108,-82,
1984,-125,-82,
1985,-125,-25,
1986,-125,-72,
1987,-125,-25,
1988,-125,-25,
1989,-125,-80,
1990,-125,-25,
1991,-125,-81,
1992,-99,0,
1993,-125,-77,
1995,-125,-82,
1996,-125,-82,
1997,-125,-25,
1998,-125,-62,
1999,-125,-25,
2001,-125,-25,
2002,-125,-25,
2003,-124,-82,
2004,-125,-82,
2005,-125,-25,
2006,-125,-25,
2007,-125,-75,
2008,-125,-25,
2009,-125,-25,
2010,-125,-25,
2011,-125,-80,
2012,-114,-63,
2013,-125,-71,
2014,-125,-25,
2015,-125,-25,
2017,-125,-25,
2018,-125,-81,
2019,-125,-25,
2020,-125,-75,
2021,-119,-50,
2022,-125,-80,
2023,-120,-25,
2024,-125,-75,
2025,-125,-25,
2026,-120,0,
2027,-105,-58,
2028,-125,25,
2030,-125,-25,
2031,-119,-25,
2032,-125,0,
2033,-125,-75,
2034,-150,-79,
2035,-118,-67,
2036,-125,-74,
2037,-125,-25,
2038,-125,-50,
2040,-99,-59,
2041,-125,-25,
2042,-125,-45,
2043,-125,-25,
2044,-110,-40,
2045,-108,-25,
2048,-125,-77,
2049,-125,-69,
2050,-125,0,
2051,-125,0,
2052,-109,-76,
2053,-125,-73,
2055,-125,-25,
2056,-125,-77,
2057,-125,-71,
2058,-125,-71,
2059,-125,-25,
2060,-125,-25,
2061,-125,-25,
2062,-100,-25,
2063,-125,-50,
2064,-115,0,
2066,-115,0,
2067,-125,0,
2068,-125,0,
2069,-125,-25,
2070,-108,-46,
2071,-125,0,
2072,-106,-43,
2074,-125,-46,
2075,-108,0,
2076,-125,0,
2077,-125,-71,
2078,-109,0,
2079,-125,0,
2080,-125,0,
2081,-117,0,
2082,-100,-45,
2085,-125,0,
2086,-125,0,
2087,-125,0,
2088,-106,-43,
2089,-125,0,
2090,-125,0,
2091,-125,0,
2092,-125,0,
2093,-125,0,
2094,-125,0,
2095,-125,0,
2096,-125,0,
2097,-125,0,
2098,-125,-72,
2099,-125,-50,
2100,-125,-73,
2101,-125,0,
2102,-125,0,
2103,-108,-66,
2104,-125,0,
2105,-125,0,
2106,-125,-41,
2107,-104,0,
2109,-125,0,
2110,-125,0,
2111,-125,0,
2112,-125,0,
2113,-125,0,
2114,-125,0,
2115,-125,0,
2116,-125,0,
2117,-125,0,
2118,-125,0,
2119,-111,-54,
2120,-107,-56,
2121,-100,0,
2122,-100,0,
2125,-125,-50,
2126,-125,-50,
2127,-125,-50,
2128,-125,-50,
2130,-100,25,
2131,-125,25,
2132,-125,-50,
2133,-125,-50,
2134,-125,0,
2135,-125,-50,
2136,-125,0,
2137,-125,0,
2138,-125,0,
2140,-97,-48,
2141,-125,0,
2142,-125,0,
2143,-125,0,
2144,-125,0,
2145,-125,0,
2146,-125,-71,
2147,-125,0,
2148,-125,-71,
2149,-125,-71,
2150,-150,-68,
2151,-125,-61,
2152,-125,0,
2154,-125,0,
2155,-125,-50,
2156,-125,0,
2157,-120,0,
2159,-125,0,
2160,-125,0,
2162,-125,0,
2163,-109,25,
2164,-110,-50,
2165,-125,0,
2166,-125,0,
2167,-125,0,
2168,-125,25,
2169,-125,0,
2170,-105,0,
2173,-125,0,
2175,-100,0,
2176,-100,0,
2177,-109,-50,
2178,-125,-25,
2179,-99,-47,
2180,-100,0,
2181,-100,-50,
2182,-100,25,
2184,-125,0,
2186,-100,0,
2189,-100,0,
2190,-100,0,
2191,-100,-57,
2192,-100,-64,
2193,-105,0,
2195,-110,-56,
2196,-100,-56,
2197,-100,0,
2198,-89,-46,
2199,-100,0,
2200,-100,0,
2201,-100,0,
2202,-100,0,
2203,-100,0,
2204,-100,0,
2205,-110,-46,
2206,-100,0,
2207,-100,0,
2208,-100,-25,
2211,-100,0,
2212,-100,0,
2213,-100,0,
2214,-100,0,
2215,-100,0,
2216,-102,-43,
2219,-91,-52,
2220,-125,0,
2222,-107,-25,
2223,-100,0,
2224,-100,0,
2225,-100,-41,
2226,-100,-44,
2227,-100,0,
2228,-100,0,
2229,-100,0,
2230,-100,-50,
2231,-100,0,
2233,-100,0,
2234,-100,-47,
2235,-100,0,
2236,-100,0,
2237,-100,0,
2238,-100,0,
2241,-95,-46,
2242,-100,-48,
2243,-100,0,
2244,-100,0,
2246,-100,0,
2247,-100,0,
2248,-125,-50,
2249,-100,0,
2250,-125,-25,
2252,-100,0,
2253,-100,-45,
2254,-70,-35,
2256,-100,0,
2257,-125,0,
2258,-100,0,
2259,-100,25,
2260,-100,0,
2261,-99,-50,
2262,-92,0,
2263,-100,0,
2264,-98,-48,
2265,-100,-44,
2266,-100,25,
2267,-125,25,
2268,-100,0,
2270,-100,0,
2271,-106,0,
2272,-102,-48,
2273,-100,0,
2274,-100,-64,
2275,-100,0,
2276,-125,25,
2277,-100,0,
2279,-100,-50,
2280,-92,-46,
2281,-100,0,
2282,-100,0,
2284,-100,0,
2286,-103,-59,
2287,-125,0,
2289,-100,0,
2290,-100,-47,
2291,-100,-25,
2292,-100,-45,
2293,-100,0,
2294,-100,0,
2295,-100,-25,
2296,-100,-25,
2297,-95,-41,
2299,-100,0,
2300,-89,-46,
2301,-100,0,
2303,-100,25,
2305,-100,0,
2306,-100,0,
2307,-100,0,
2308,-100,-43,
2310,-100,0,
2311,-125,25,
2312,-100,-25,
2313,-89,-20,
2314,-100,0,
2315,-100,0,
2316,-89,-43,
2317,-100,0,
2318,-100,0,
2319,-100,0,
2320,-100,0,
2321,-125,-40,
2323,-100,0,
2324,-100,25,
2325,-100,-25,
2326,-100,0,
2328,-90,25,
2329,-100,0,
2330,-100,0,
2331,-100,0,
2332,-100,25,
2333,-100,0,
2334,-100,0,
2336,-100,-43,
2338,-100,0,
2340,-99,25,
2341,-90,-13,
2344,-125,0,
2346,-100,0,
2347,-95,-46,
2348,-100,-47,
2349,-100,-45,
2350,-99,25,
2351,-100,0,
2352,-90,-42,
2356,-98,-48,
2357,-100,-25,
2358,-100,-43,
2359,-100,-46,
2360,-100,25,
2361,-100,0,
2363,-100,0,
2364,-100,0,
2365,-99,25,
2366,-89,-57,
2367,-100,25,
2368,-100,0,
2369,-100,-54,
2370,-100,-43,
2371,-100,-54,
2372,-82,-53,
2373,-100,-56,
2374,-83,-46,
2375,-97,-47,
2376,-100,-41,
2377,-100,-41,
2379,-100,-45,
2381,-100,-48,
2382,-100,0,
2383,-100,25,
2385,-100,0,
2386,-100,25,
2389,-100,25,
2390,-100,0,
2391,-100,0,
2392,-83,-30,
2393,-125,0,
2394,-75,-42,
2396,-100,-40,
2397,-100,-44,
2398,-95,-45,
2399,-100,25,
2401,-100,-44,
2402,-100,0,
2403,-100,25,
2404,-100,0,
2405,-125,0,
2406,-100,0,
2407,-100,25,
2408,-100,25,
2409,-100,25,
2411,-100,0,
2412,-100,0,
2413,-100,0,
2414,-100,0,
2416,-100,0,
2417,-82,-48,
2418,-100,0,
2419,-100,-50,
2420,-100,0,
2421,-100,0,
2422,-100,-43,
2423,-100,0,
2424,-100,25,
2426,-100,25,
2427,-100,25,
2428,-100,0,
2429,-86,-35,
2430,-99,25,
2432,-100,0,
2433,-99,25,
2434,-100,25,
2435,-100,25,
2436,-100,25,
2437,-100,25,
2438,-100,-25,
2439,-100,0,
2440,-75,25,
2441,-100,0,
2442,-100,-41,
2443,-100,-49,
2444,-100,0,
2445,-100,0,
2446,-100,-54,
2447,-100,-53,
2449,-79,-43,
2450,-89,0,
2451,-100,-53,
2452,-100,-53,
2453,-100,0,
2455,-100,-45,
2456,-100,25,
2457,-100,25,
2458,-82,-42,
2459,-85,-42,
2461,-100,25,
2462,-100,0,
2463,-100,0,
2464,-85,-53,
2465,-85,-53,
2466,-100,25,
2467,-100,25,
2468,-100,25,
2472,-100,0,
2473,-100,0,
2474,-100,25,
2476,-100,0,
2477,-100,25,
2478,-100,-50,
2479,-100,25,
2480,-125,25,
2481,-79,-47,
2482,-100,25,
2483,-100,0,
2484,-100,0,
2485,-100,0,
2486,-100,25,
2487,-100,0,
2488,-100,0,
2489,-100,-43,
2490,-100,0,
2491,-100,25,
2493,-100,0,
2494,-100,0,
2495,-89,-43,
2496,-100,25,
2497,-80,-42,
2498,-100,25,
2499,-100,0,
2500,-100,25,
2501,-100,25,
2502,-100,-51,
2503,-100,0,
2504,-100,25,
2506,-100,-30,
2507,-100,0,
2508,-100,25,
2510,-100,25,
2511,-100,0,
2512,-100,25,
2513,-100,25,
2515,-69,-43,
2516,-100,-50,
2518,-90,0,
2519,-100,25,
2520,-100,-42,
2521,-95,-17,
2522,-100,-47,
2523,-100,25,
2524,-100,25,
2525,-100,25,
2527,-100,25,
2528,-100,25,
2529,-100,25,
2534,-89,25,
2536,-119,-26,
2537,-100,-25,
2538,-100,25,
2539,-100,25,
2540,-100,25,
2541,-100,25,
2542,-100,-42,
2543,-100,0,
2544,-100,25,
2547,-100,25,
2548,-100,25,
2549,-100,-49,
2550,-79,0,
2552,-100,25,
2553,-76,4,
2554,-100,-42,
2555,-100,25,
2557,-100,25,
2558,-100,25,
2559,-100,-46,
2560,-100,0,
2561,-100,25,
2562,-100,25,
2563,-65,0,
2564,-100,25,
2565,-100,25,
2566,-100,25,
2567,-125,25,
2568,-100,25,
2570,-100,25,
2571,-89,-33,
2572,-100,-48,
2573,-90,-42,
2574,-100,25,
2575,-100,25,
2576,-100,-46,
2577,-100,25,
2578,-100,-30,
2579,-100,25,
2580,-100,25,
2581,-100,25,
2582,-100,25,
2583,-100,25,
2584,-100,25,
2585,-100,25,
2586,-100,25,
2587,-100,25,
2588,-100,-39,
2589,-100,25,
2591,-100,25,
2593,-100,25,
2594,-100,25,
2595,-100,25,
2596,-100,25,
2597,-63,14,
2598,-100,25,
2600,-100,25,
2601,-100,25,
2602,-100,-25,
2605,-100,-43,
2606,-100,25,
2608,-100,25,
2609,-100,25,
2610,-100,-46,
2611,-100,-42,
2612,-100,25,
2613,-100,25,
2614,-100,25,
2615,-100,25,
2617,-100,-46,
2618,-100,-30,
2619,-100,-45,
2620,-100,25,
2621,-100,25,
2622,-100,25,
2623,-100,25,
2625,-100,25,
2626,-75,25,
2627,-100,25,
2628,-100,25,
2629,-75,25,
2630,-100,25,
2631,-100,25,
2632,-66,-43,
2633,-100,-42,
2634,-100,-30,
2635,-100,25,
2637,-100,-43,
2638,-98,-37,
2639,-100,0,
2640,-100,-25,
2641,-100,25,
2643,-100,25,
2644,-100,25,
2645,-100,-44,
2647,-100,25,
2648,-100,25,
2649,-100,25,
2650,-100,25,
2651,-100,25,
2652,-100,25,
2653,-100,25,
2654,-100,25,
2655,-100,25,
2656,-100,25,
2659,-75,25,
2661,-100,25,
2662,-75,-41,
2663,-125,-25,
2664,-75,25,
2665,-100,25,
2666,-100,25,
2667,-100,-41,
2669,-75,-43,
2670,-75,25,
2671,-100,25,
2673,-75,25,
2674,-75,25,
2675,-75,25,
2676,-75,25,
2677,-75,-43,
2678,-100,-43,
2679,-75,-40,
2680,-75,25,
2681,-75,-44,
2684,-100,25,
2685,-75,25,
2686,-75,-42,
2687,-150,25,
2689,-75,25,
2690,-75,25,
2691,-75,25,
2692,-75,-30,
2697,-75,-43,
2699,-75,-31,
2700,-75,25,
2701,-100,-41,
2703,-75,25,
2705,-75,25,
2706,-100,25,
2708,-75,-41,
2709,-75,-43,
2710,-75,25,
2711,-89,0,
2712,-75,-43,
2713,-85,0,
2714,-100,25,
2715,-75,25,
2716,-100,25,
2717,-75,25,
2718,-75,-43,
2719,-75,25,
2720,-75,-42,
2721,-75,25,
2723,-75,-30,
2724,-75,25,
2725,-75,0,
2726,-75,25,
2727,-75,25,
2728,-75,-30,
2729,-75,50,
2730,-75,25,
2731,-65,-8,
2732,-75,25,
2736,-75,25,
2737,-75,25,
2738,-75,25,
2739,-75,-32,
2740,-75,25,
2741,-75,-30,
2742,-75,-42,
2743,-100,25,
2744,-75,-42,
2747,-69,0,
2749,-75,-2,
2750,-75,25,
2751,-75,25,
2752,-75,-43,
2754,-75,-42,
2755,-75,25,
2757,-75,25,
2758,-64,13,
2760,-75,25,
2761,-75,25,
2762,-75,25,
2763,-75,25,
2765,-75,25,
2766,-75,25,
2767,-75,25,
2768,-75,-42,
2769,-75,-40,
2770,-75,25,
2771,-75,25,
2773,-75,25,
2774,-100,-46,
2775,-75,-42,
2776,-75,25,
2777,-75,-39,
2778,-75,-42,
2781,-75,25,
2782,-75,25,
2783,-75,25,
2786,-75,25,
2788,-75,-40,
2790,-75,25,
2791,-75,-42,
2792,-75,25,
2794,-75,25,
2795,-75,25,
2796,-75,25,
2797,-75,-42,
2799,-75,25,
2800,-75,25,
2801,-75,25,
2802,-75,25,
2803,-75,25,
2804,-75,25,
2806,-80,0,
2807,-75,-40,
2808,-64,-12,
2809,-75,25,
2810,-75,25,
2811,-75,25,
2813,-75,25,
2814,-75,25,
2815,-75,25,
2816,-69,-26,
2817,-75,-41,
2819,-100,-25,
2821,-79,25,
2822,-80,0,
2823,-73,7,
2829,-75,25,
2830,-75,25,
2831,-75,25,
2832,-75,-35,
2834,-69,0,
2835,-75,25,
2836,-100,-40,
2840,-79,0,
2841,-75,25,
2843,-75,25,
2848,-75,25,
2849,-75,25,
2850,-75,-8,
2851,-75,25,
2852,-75,25,
2853,-75,25,
2854,-75,-36,
2856,-75,25,
2857,-39,19,
2859,-75,-35,
2860,-75,-25,
2861,-80,25,
2863,-75,25,
2865,-75,25,
2867,-75,0,
2869,-75,25,
2870,-75,-36,
2871,-75,25,
2872,-75,25,
2873,-75,25,
2874,-75,-36,
2875,-75,25,
2880,-75,25,
2881,-75,25,
2882,-75,25,
2885,-75,25,
2888,-75,25,
2889,-75,25,
2890,-100,25,
2892,-75,-35,
2895,-69,-13,
2896,-75,25,
2898,-75,25,
2903,-75,25,
2905,-75,25,
2906,-75,25,
2907,-75,25,
2908,-75,25,
2909,-75,25,
2910,-75,25,
2911,-75,25,
2912,-75,25,
2913,-80,-20,
2914,-70,0,
2915,-75,25,
2916,-75,25,
2918,-75,0,
2919,-75,25,
2920,-75,25,
2921,-75,25,
2923,-75,25,
2924,-75,25,
2927,-79,0,
2929,-59,-12,
2930,-75,25,
2931,-75,0,
2933,-50,0,
2934,-50,0,
2939,-250,-125,
2940,-350,-150,
2941,-100,50,
2942,-250,25,
2943,-250,-216,
2944,-175,-50,
2945,-75,25,
2946,-100,25,
2947,-50,-12,
2948,-450,-150,
2949,-75,25,
2951,-125,-25,
2952,-100,25,
2953,-100,100,
2954,-125,-25,
2955,-100,50,
2956,-450,-150,
2957,-350,-50,
2958,-100,25,
2959,-175,-50,
2960,-150,50,
2961,-100,50,
2963,-75,-25,
2965,-75,-25,
2967,-250,-50,
2968,-100,50,
2969,-125,-25,
2970,-150,-22,
2971,-100,25,
2972,-100,-25,
2973,-159,-95,
2976,-250,-100,
2977,-100,25,
2978,-75,-29,
2979,-100,50,
2980,-75,25,
2981,-100,25,
2985,-100,25,
2986,-250,-150,
2987,-350,-150,
2988,-200,-50,
2989,-350,-150,
2990,-150,50,
2991,-75,25,
2992,-550,25,
2993,-150,50,
2994,-550,25,
2996,-100,0,
2997,-100,0,
2998,-525,25,
2999,-100,0,
3000,-100,0,
3001,-225,-100,
3003,-525,25,
3004,-525,25,
3005,-525,25,
3006,-100,0,
3007,-100,0,
3008,-125,-25,
3010,-525,25,
3011,-500,-50,
3012,-300,-100,
3013,-525,25,
3014,-175,-75,
3015,-75,25,
3016,-275,-50,
3017,-225,-100,
3018,-150,-25,
3019,-100,25,
3020,-525,25,
3021,-125,-25,
3022,-225,-125,
3023,-200,-100,
3024,-275,-175,
3025,-250,-50,
3026,-75,25,
3027,-525,25,
3028,-125,-25,
3029,-150,-25,
3030,-100,50,
3031,-125,-25,
3032,-100,0,
3034,-100,0,
3035,-75,25,
3036,-125,-25,
3037,-100,100,
3038,-250,-50,
3039,-550,25,
3040,-75,25,
3041,-101,-48,
3042,-101,0,
3044,-75,25,
3045,-125,-25,
3047,-175,-75,
3049,-75,25,
3050,-75,25,
3051,-125,-25,
3052,-75,25,
3053,-125,-25,
3054,-150,50,
3055,-150,25,
3056,-100,0,
3057,-125,25,
3059,-100,25,
3060,-275,-175,
3061,-75,25,
3062,-100,-46,
3063,-125,-25,
3064,-250,50,
3066,-100,0,
3067,-100,0,
3068,-150,25,
3069,-100,0,
3070,-100,0,
3071,-100,25,
3072,-100,0,
3073,-100,0,
3074,-100,25,
3076,-100,0,
3077,-100,0,
3078,-100,0,
3079,-100,0,
3080,-125,-25,
3083,-100,0,
3084,-100,0,
3085,-100,0,
3086,-100,0,
3087,-75,25,
3088,-75,25,
3090,-100,0,
3091,-100,0,
3092,-75,25,
3093,-100,0,
3094,-75,25,
3095,-300,25,
3096,-75,25,
3097,-75,25,
3098,-150,-50,
3099,-250,-50,
3100,-100,0,
3101,-150,0,
3102,-225,25,
3103,-250,25,
3104,-150,50,
3105,-125,-25,
3106,-250,-50,
3108,-75,25,
3111,-100,25,
3112,-200,-100,
3113,-125,-78,
3114,-150,0,
3115,-100,25,
3116,-250,-150,
3117,-200,-50,
3119,-550,25,
3120,-100,25,
3121,-150,50,
3124,-550,25,
3125,-550,25,
3126,-175,150,
3127,-125,0,
3128,-550,25,
3129,-109,-25,
3132,-209,-125,
3133,-225,-125,
3134,-175,-75,
3135,-175,-25,
3136,-175,-75,
3137,-175,-75,
3138,-175,-75,
3139,-100,0,
3140,-100,0,
3142,-100,0,
3143,-75,25,
3144,-125,0,
3145,-100,25,
3146,-175,-75,
3147,-125,-50,
3148,-175,-75,
3150,-75,-25,
3151,-125,-67,
3152,-175,-75,
3153,-125,0,
3154,-100,0,
3156,-75,25,
3158,-175,-75,
3160,-175,-75,
3161,-125,0,
3162,-125,0,
3163,-125,0,
3164,-100,0,
3165,-100,-63,
3166,-100,0,
3167,-175,-75,
3168,-175,-50,
3169,-125,0,
3170,-175,-75,
3171,-100,25,
3172,-175,-75,
3173,-175,-75,
3174,-200,-100,
3175,-175,-75,
3176,-125,-25,
3177,-100,0,
3178,-100,0,
3179,-125,0,
3180,-100,0,
3181,-75,25,
3182,-125,-25,
3183,-75,-43,
3184,-125,0,
3185,-125,0,
3186,-75,25,
3187,-175,-75,
3188,-175,-75,
3189,-200,-100,
3190,-125,-75,
3191,-75,25,
3192,-175,-75,
3193,-125,0,
3194,-175,-75,
3195,-200,-100,
3196,-125,0,
3197,-175,-75,
3198,-175,-75,
3199,-175,-75,
3200,-175,-75,
3201,-175,-50,
3203,-125,-25,
3204,-125,0,
3205,-125,0,
3206,-175,-75,
3207,-175,-75,
3208,-125,0,
3209,-175,-75,
3210,-125,0,
3211,-125,-25,
3212,-100,0,
3213,-75,25,
3214,-175,-75,
3215,-175,-75,
3217,-100,0,
3218,-125,-25,
3220,-175,-75,
3221,-125,-25,
3222,-225,-125,
3223,-175,-75,
3224,-200,-100,
3225,-175,-75,
3226,-175,-75,
3227,-125,0,
3228,-125,0,
3229,-550,25,
3230,-125,0,
3231,-150,-50,
3232,-100,-49,
3233,-75,25,
3234,-125,-82,
3235,-175,-75,
3236,-125,-25,
3237,-175,-75,
3238,-175,-75,
3239,-200,-100,
3240,-550,25,
3241,-175,-50,
3242,-75,-40,
3243,-75,25,
3244,-100,0,
3245,-75,-31,
3246,-75,25,
3247,-100,25,
3248,-175,-75,
3249,-75,25,
3250,-75,25,
3251,-200,-100,
3252,-175,-75,
3253,-175,-75,
3254,-125,0,
3255,-87,0,
3256,-125,0,
3257,-175,-75,
3258,-100,-25,
3259,-175,-75,
3260,-100,0,
3261,-125,0,
3262,-75,-43,
3263,-100,25,
3264,-100,25,
3265,-175,-50,
3267,-123,-43,
3268,-75,25,
3269,-100,0,
3270,-100,0,
3271,-125,0,
3272,-175,-75,
3273,-100,0,
3274,-175,-75,
3275,-100,0,
3276,-75,25,
3279,-550,25,
3280,-100,-52,
3281,-125,-25,
3282,-175,-75,
3283,-125,0,
3284,-100,25,
3285,-475,-375,
3286,-75,25,
3287,-150,-25,
3288,-175,-75,
3289,-175,-75,
3290,-250,-150,
3291,-125,25,
3292,-75,25,
3293,-100,25,
3294,-100,25,
3295,-250,-50,
3297,-225,-100,
3298,-200,-100,
3299,-550,25,
3300,-150,50,
3302,-75,25,
3304,-75,25,
3305,-125,0,
3306,-75,25,
3307,-75,25,
3308,-550,25,
3309,-75,25,
3310,-75,-30,
3311,-75,-43,
3312,-75,25,
3313,-250,-50,
3315,-75,25,
3317,-100,50,
3319,-75,25,
3320,-100,-50,
3321,-100,0,
3322,-100,25,
3323,-350,-250,
3325,-125,-75,
3326,-100,25,
3327,-75,25,
3328,-75,-31,
3329,-125,-31,
3330,-75,25,
3331,-225,50,
3332,-175,-75,
3333,-125,0,
3334,-150,-50,
3335,-75,25,
3336,-150,0,
3338,-100,25,
3339,-75,-43,
3340,-100,25,
3341,-100,0,
3342,-75,25,
3343,-125,-25,
3344,-250,-150,
3348,-325,-200,
3349,-300,-200,
3351,-250,-150,
3352,-250,-150,
3355,-250,-150,
3356,-250,-125,
3359,-200,-100,
3362,-175,-75,
3363,-175,-75,
3364,-175,-75,
3366,-175,-50,
3368,-175,-50,
3369,-153,-50,
3370,-150,-50,
3372,-150,-50,
3374,-150,-50,
3375,-150,-50,
3376,-150,-50,
3379,-150,-50,
3380,-150,-50,
3382,-150,-50,
3383,-150,-100,
3384,-150,-75,
3385,-125,-25,
3388,-127,-25,
3391,-150,-25,
3395,-125,0,
3397,-100,0,
3399,-100,0,
3401,-101,25,
3402,-100,25,
3403,-100,25,
3405,-250,-50,
3408,-250,-50,
3409,-250,-50,
3412,-250,-50,
3414,-125,-25,
3415,-125,-75,
3416,-75,25,
3418,-150,25,
3419,-150,50,
3420,-125,-25,
3421,-75,25,
3422,-100,0,
3423,-75,25,
3424,-100,25,
3425,-150,-50,
3426,-75,-43,
3427,-125,0,
3428,-175,-75,
3429,-200,-100,
3430,-75,-25,
3431,-100,25,
3433,-100,25,
3434,-100,25,
3435,-150,-25,
3436,-100,0,
3437,-75,25,
3438,-125,0,
3439,-125,-25,
3440,-100,0,
3441,-100,0,
3442,-80,25,
3443,-100,-45,
3445,-125,-25,
3446,-75,25,
3447,-125,0,
3448,-75,25,
3449,-150,-25,
3451,-350,-150,
3452,-100,25,
3454,-100,25,
3455,-125,-25,
3457,-175,-50,
3458,-75,50,
3459,-75,25,
3460,-225,-125,
3461,-150,-50,
3462,-100,25,
3463,-150,-25,
3464,-164,-50,
3465,-125,-41,
3466,-75,25,
3467,-75,25,
3468,-75,-40,
3469,-125,-25,
3470,-75,25,
3471,-100,50,
3472,-250,-150,
3473,-150,-25,
3474,-100,25,
3476,-150,-50,
3478,-125,-25,
3479,-175,-75,
3480,-250,-150,
3482,-225,-125,
3483,-200,-100,
3484,-75,25,
3485,-250,-150,
3486,-175,-75,
