id,name,highest_office
1578,S.? Licinius (2),tr. pl. 138
1579,M. Claudius (26) (Marcellus)?,pr. 137
1581,C. Fulvius (53) Q. f. Cn. n. Flaccus,cos. 134
1582,M. Antius (7) Briso,tr. pl. 137
1583,L. Cassius (72) Longinus Ravilla,cos. 127
1584,"-. Manlius (2, cf. 74)",pr. 136
1585,P. Rutilius (9) M. f.,tr. pl. 136
1587,L.? Caecilius (cf. 83) (Metellus)? (Calvus)?,leg. env. 136
1589,M. Cosconius (8) C. f.,pr. 135
1590,"P. Popillius (28, cf. 7, 22) C. f. P. n. Laenas",cos. 132
1591,P. Rupilius (5) P. f. P. n.,cos. 132
1592,Q. Minucius (25),aed. cur. before 134
1594,Q. Fabius (110) Q. Aemiliani f. Q. n. Maximus Allobrogicus,cos. 121
1595,-. Memmius (5),tr. pl. before 113
1596,P. Rutilius (34) P. f.  Rufus,cos. 105
1597,-. Sempronius (16) Asellio,tr. mil. 133
1598,C. Sempronius (47) Ti. f. P. n. Gracchus,tr. pl. 123
1599,Ap. Claudius (11) Pulcher,cos. suff. 130
1600,M. Perperna (4) M. f. L. n.,cos. 130
1601,C. Popillius (17) C. f. Laenas,pr. 133
1602,L. Rupilius (4),pr. before 132
1603,-. Lucretius (34) Vespillo,aed. pl. 133
1604,Q. Mucius (1),tr. pl. suff.? 133
1605,Q. Minucius (6),tr. pl. suff.? 133
1606,Q. Mummius (12),tr. pl. suff.? 133
1607,M. Octavius (31),tr. pl. 133
1608,-. Rubrius (1),tr. pl. 133
1609,P. Satureius (1),tr. pl. 133
1612,C. Titius (6),praef. 133
1613,Q. Mucius (21) Q. f. Q. n. Scaevola 'Augur',cos. 117
1614,M'. Aquillius (10) M'. f. M'. n.,cos. 129
1615,Q. Fabius (111) Q. Serviliani f. Q. n. Maximus Eburnus,cos. 116
1616,"T. Annius (78, Aurelius 206) T. f. T. n. Rufus",cos. 128
1617,Cn. Octavius (18) Cn. f. Cn. n.,cos. 128
1618,"C. Atinius (10, 3) C. f. Hor. Labeo Macerio",pr. before 122 to after 121
1620,L. Cornelius (105) L. f. Cinna,cos. 127
1621,C. Marcius (62) Figulus,pr. c. 133
1622,Q. Aelius (155) Tro. Tubero,tr. pl.? c. 132
1623,C. Papirius (33) C. f. Carbo,cos. 120
1624,M. Fulvius (58) M. f. Flaccus,cos. 125
1626,M. Aemilius (71) Lepidus,cos. 126
1627,L. Aurelius (180) L. f. L. n. Orestes,cos. 126
1628,Ti. (Latinius)? (6) Ti. f. Hor. Pandusa,pr. before 130
1629,Q. Servilius (49) Cn. f. Cn. n. Caepio,cos. 106
1630,"Cn. Domitius (20, Supb. 3.349) Cn. f. Cn. n. Ahenobarbus",cos. 122
1631,"P. Cornelius (202a, Supb. 3.359f.) P. f. Lentulus",pr. before 127
1632,M. Plautius (21) Hypsaeus,cos. 125
1633,C. Cassius (56) Longinus,cos. 124
1634,C. Sextius (20) C. f. C. n. Calvinus,cos. 124
1635,Q. Caecilius (82) Q. f. Q. n. Metellus Balearicus,cos. 123
1636,T. Quinctius (47) T. f. T.? n. Flamininus,cos. 123
1637,M. Licinius (57) Crassus 'Agelastus',pr. c. 127
1638,M. Iunius (123) M. f. M. n. Pennus,aed.? 119
1639,L. Opimius (4) Q. f. Q. n.,cos. 121
1640,-. Aebutius (2),pr.? before 124
1642,Sex. Iulius (150) Caesar,pr. 123
1643,P. Manilius (14) M'. or P. f. P. n.,cos. 120
1644,-. Aufeius (not in RE),tr. pl. before 122
1645,M. Aemilius (140) M. f. L. n. Cam. Scaurus,cos. 115
1646,Licinia (181) C. f.,"daughter of C. Licinius (52, cf. 14) Crassus"
1648,L. Aurelius (99) Cotta n. Cotta,cos. 119
1649,L. Caecilius (91) L. f. Q. n. Metellus Delmaticus,cos. 119
1650,M'. Acilius (37) Glabrio,tr. pl. before 121
1651,M. Livius (17) C. f. M. Aemiliani n. Drusus,cos. 112
1652,Cn. Marcius (45) Censorinus,tr. pl.? 123
1653,"C.? Rubrius (2, cf. 9)",tr. pl. 122
1655,Q. Marcius (91) Q. f. Q. n. Rex,cos. 118
1656,M. Porcius (10) M. f. M. n. Pap.? Cato,cos. 118
1657,C. Scribonius (9) Curio,pr. before 120
1658,-. Maevius (Mevius 1),tr. pl. 121
1660,"C. Marius (14, Supb. 6) C. f. C. n. Cor.",cos. 107
1662,C. Sulpicius (51) Ser. f. Ser. n. Galba,pr. before 109
1663,L. Calpurnius (23) Bestia,cos. 111
1665,L. Caecilius (93) Q. f. Q. n. Metellus Diadematus,cos. 117
1666,P. Decius (9) (P.? f.) Subolo,pr. 115
1667,P. Albius (2),q. 120
1668,-. Aemilius (not in RE),praef.? 120
1669,"L. Atilius (44, cf. Nomentanus 1) Cor.? Nomentanus",officer (title not preserved) 120
1670,Q.? Hortensius (5),cos.? 108
1671,-. Postumius (3),leg. lieut.? 120
1674,C. Licinius (88) P. f.  Geta,cos. 116
1675,Sex. Pompeius (17),pr. before 120
1676,M. Annius (not in RE),q. 119
1677,M. Caecilius (77) Q. f. Q. n. Metellus,cos. 115
1678,Cn. Cornelius (373) Sisenna,pr.? 119
1679,L. Licinius (55) L. f. C. n. Crassus,cos. 95
1680,M'. Acilius (26) M'.? f. L. n. Balbus,cos. before 113
1682,C. Porcius (5) M. f. M. n. Pap.? Cato,cos. 114
1683,M. Aurelius (215) Scaurus,cos. suff. 108
1686,M. Minucius (54) Q. f. Rufus,cos. 110
1687,Q. Minucius (56) Rufus,pr. before 110
1689,Cn. Papirius (37) C. f. Carbo,cos. 113
1692,Q. Mucius (22) P. f. P. n. Scaevola 'Pontifex',cos. 95
1693,Q. Caecilius (97) L. f. Q. n. Metellus Numidicus,cos. 109
1695,P. Cornelius (355) P. f. P. n. Scipio Nasica Serapio,cos. 111
1696,M. Papirius (39) Carbo,pr. before 113
1697,C. -? (not in RE) Aarcellus (or Marcellus)?,proq. 113
1698,Aemilia (153),sister of -. Aemilius (H)
1700,Marcia (114),Vestal. 113
1701,"C. Caecilius (84, Supb. 3.222) Q. f. Q. n. Metellus Caprarius",cos. 113
1702,L. Memmius (11) C. f. Men.,pr.? before 129
1703,Sp. Postumius (45) Albinus,cos. 110
1704,Sex. Peducaeus (4),tr. pl. 113
1705,M. Antonius (28) M. f. M. n.,cos. 99
1706,Q. Plotius (12) A. f.,leg. amb. 113
1707,M. Domitius (not in RE) P. f.,leg. amb. 113
1712,L. Calpurnius (88) L. f. C. n. Piso Caesoninus,cos. 112
1713,L. Calpurnius (97) Piso Frugi,pr. 113
1714,L. Memmius (12) L. f. C. n.,son of? Cn. Cornelius (176) Lentulus
1715,L. Cassius (62) L. f. Longinus,cos. 107
1716,L. (or Q.) Hortensius (2),cos. 108
1718,Ser. Sulpicius (59) Ser. f. Ser. n. Galba,cos. 108
1719,C. Baebius (10),tr. pl. 111
1720,C. Licinius (134) Nerva,tr. pl. c. 120
1722,Sp. Thorius (2),tr. pl.? 119
1723,"P. Sextius (1, cf. 21)",q. 111
1724,L. Annius (11),tr. pl. 110
1725,P. Licinius (111) Lucullus,tr. pl. 110
1726,Q. Fabius (cf. 92) Labeo,pr. before 114
1727,M'. Sergius (17) M'. f.,pr. before 125 to after 101
1728,"A. Postumius (33, cf. 32, 34) Albinus",cos. 99
1730,C. Atilius (64) Cam.? Serranus,cos. 106
1731,Q. Lutatius (7) Q. f. Catulus,cos. 102
1732,Cn. Cornelius (321) Scipio,pr. before 108
1733,C. Mamilius (7) Limetanus,tr. pl. 109
1734,C. Servilius (65) Glaucia,pr. 100
1735,T. Turpilius (10) Silanus,praef. soc.? 109
1739,Cn. Mallius (13) Cn. f. Maximus,cos. 105
1740,C. Annius (9) T. f. T. n. (Luscus)?,pr.? before 83 to after 82
1741,"Cn. Aufidius (6, 7)",pr. c. 107
1742,"C. Billienus (Bellienus 4, cf. 3) C. f.",pr. before 106
1743,C. Flavius (87) C. f. Fimbria,cos. 104
1744,C. Coelius (12) C. f. C. n. Caldus,cos. 94
1745,"T. Manlius (61, cf. 16) Mancinus",tr. pl. 107
1746,L. Cornelius (392) L. f. P. n. Sulla Felix ('Epaphroditus'),cos. 88
1747,A. Manlius (12),pr. before 107
1748,C. Popillius (19) Laenas,pr. before 107
1749,L. Aurelius (181) L. f. L. n. Orestes,cos. 103
1750,T. Albucius (2),pr. before 107 to after 105
1751,L. Bellienus (5),pr. before 104
1752,L. -onius (not in RE),pr. 105
1753,C. Claudius (302) Ap. f. C. n. Pulcher,cos. 92
1754,"Cn. Octavius (21, 82) Q. f. Ruso",pr. before 90
1755,Cn. Servilius (47) Caepio,q. before 104
1756,M. Livius (18) M. f. C. n. Drusus,aed.? before 93
1757,M'. Aquillius (11) M'. f. M'. n.,cos. 101
1758,T. Flaminius (5),pr. before 103
1759,L. Licinius (103) Lucullus,pr. 104
1760,"P. Licinius (135, 136) Nerva",pr. before 103
1761,"C. Memmius (5, 3)",pr. after 108
1762,L. Cassius (63) Longinus,tr. pl. 104
1763,Cn. Domitius (21) Cn. f. Cn. n. Ahenobarbus,cos. 96
1764,L. Marcius (75) Q. f. Q. n. Philippus,cos. 91
1765,-. Clodius (1),tr. pl. c. 104
1766,L. Appuleius (29) Saturninus,tr. pl. 103
1767,Cn. Pompeius (45) Sex. f. Cn. n. Strabo 'Menogenes',cos. 89
1768,C. Cluvius (2) L. f.,pr. before 200 to after 1
1769,C. Lusius (1) Ter.,Eques uncertain date
1770,M. Titinius (14),officer (title not preserved) 104
1771,-. -? (cf. 65) Glaucia,pr. 103
1773,-. Vibius (3),pr. c. 102
1774,L. Aurelius (100) Cotta,pr. 95
1775,M.? Baebius (17?) (Tamphilus)?,tr. pl. 103
1776,T. Didius (5) T. f. Sex. n.,cos. 98
1777,C. Norbanus (5) (Balbus)?,cos. 83
1778,M. Marius (22) Cor.,pr. c. 102
1779,"C. Servilius (12, cf. 11) (Vatia)",pr. 102
1780,P. Licinius (61) M. f. P. n. Crassus (Dives),cos. 97
1781,A. Pompeius (3),tr. pl. 102
1782,L. Veturius? (21) Philo,q. before 101
1783,M. Aemilius (137) Scaurus,son of M. Aemilius (140) M. f. L. n. Cam. Scaurus
1784,M. Claudius (226) Marcellus,pr. before 101
1785,C. (Lucilius) (not in RE) Hirrus,leg. pro. pr. 101
1786,M. Gratidius (2) Cor.?,Eques uncertain date
1787,Q. Caecilius (95) Q. f. Q. n. Metellus Nepos,cos. 98
1788,L. Licinius (121) Murena,pr. c. 117
1789,C. Fundanius (1) C. f.,tr. pl. 68
1790,"A. Gabinius (8, cf. 7 and 9)",q. before 100
1791,L. Cornelius (138) P. f. L. n. Dolabella,pr. before 99
1792,Cn. Cornelius (178) Cn. f. Cn. n. Lentulus,cos. 97
1794,"L. Cornelius (193, cf. 195, Supb. 3.259) Ser. f. Lentulus",q. before 99
1795,L. Calpurnius (89) Piso (Caesoninus),pr.? c. 90
1796,Q. Servilius (50) Caepio,pr. before 90
1797,"Q. Calpurnius (17a, Supb. 3.229f.) Q. f. Piso",praef. before 99
1798,C. Iulius (135) L. f. Caesar Strabo Vopiscus,aed. cur. 90
1799,C. Iulius (130) C. f. L. n. Caesar,pr. before 98
1800,L. Postumius (43) L. f. Sp. n. Albinus,son of? L. Postumius (42) Sp. f. L. n. Albinus
1801,C. Cassius (57) L. f. Longinus Cassius (58) Longinus,cos. 96
1802,L. Valerius (178) C.? f. L. n. Flaccus,cos. suff. 86
1803,L. Equitius (3) Vel.? 'Pseudogracchus',tr. pl. des. 100
1804,P. Furius (22),tr. pl.? 100
1805,Q. Pompeius (39) Q. f. A.? n. Rufus,cos. 88
1806,M. Porcius (12) Pap.? Cato,tr. pl.? 100
1807,Ap. Claudius (296) Ap. f. C. n. Pulcher,cos. 79
1808,T. Manlius (10) Fab.? Fal.?,sen. 161
1809,C. Saufeius (3),q. 100
1811,C. Appuleius (21) Decianus,tr. pl.? 99
1812,Q. Calidius (5),pr. 79
1813,C. Canuleius (3),tr. pl.? 99
1814,P. Servilius (93) C. f. M. n. Vatia Isauricus,cos. 79
1815,"L. Valerius (176, 177) L. f. L. n. Flaccus",cos. 100
1816,L. Domitius (26) Cn. f. Cn. n. Ahenobarbus,cos. 94
1817,M. Duronius (3),tr. pl. 97
1818,Q. Sertorius (3) Qui.,pr. before 83
1819,M. Herennius (10) M. f.,cos. 93
1820,L. Sempronius (18) Asellio?,pr. before 95
1821,C. Valerius (168) C. f. L. n. Flaccus,cos. 93
1822,L. Gellius (17) L. f. L. n. Tro. Poplicola,cos. 72
1824,C. Sempronius (64) Longus,pr. before 94
1825,L. Iulius (142) L. f. Sex. n. Caesar,cos. 90
1826,M. Perperna (5) M. f. M. n.,cos. 92
1828,Sex. Iulius (151) C. f. L.? n. Caesar,cos. 91
1829,C. Sentius (3) C. f. Ter.? (Saturninus)?,pr. 94
1830,"-. Remmius (1, 2)",aed.? 122 to 115
1831,M. Porcius (11) Pap.? Cato,pr. 101
1832,-. -? (not in RE) Aesillas,q. 93
1833,L. Manlius (78) Torquatus,q. before 93
1834,M. Sergius (42) Silus,q. before 93
1835,C. Papirius (40) C. f. Carbo Arvina,pr. before 82
1836,P. Cornelius (351) P. f. P. n. Scipio Nasica,pr. before 94
1837,P. Rutilius (26) L. f. L. n. Lupus,cos. 90
1839,"Q. Braitius (Bruttius 10, Supb. 3.218) Sura",leg. pro. q. 86
1841,L. Porcius (7) M. f. M. n. Pap.? Cato,cos. 89
1842,"C. Sextius (21, cf. 1) Calvinus",pr. before 91
1843,Cn. Papirius (38) Cn. f. C. n. Carbo,cos. 85
1845,L. Lucceius (4) M. f.,leg. lieut. 92
1847,L. Lucilius (8) L. f.,pr. before 95
1848,C. Perperna (2),pr. before 90
1849,Q. Servilius (29),pr.? 91
1850,Ser. Sulpicius (60) C. f. Ani. Galba,pr. before 90
1851,M. Claudius (227) M. f.  Arn. Marcellus,pr. before 74
1853,-. Saufeius (1),tr. pl. 91
1854,L. Sestius (2),tr. pl. before 100 to after 90
1860,Q. Anicius (not in RE) L. f.,X vir agr. dand. assig. 91
1861,C. Decidius (not in RE) C. f. Rufus,X vir agr. dand. assig. 91
1863,C. Egnatius (not in RE) C. f. Rufus,X vir agr. dand. assig. 91
1864,C. -? (?),X vir agr. dand. assig. 91
1865,Mam. Aemilius (80) Mam. f. Lepidus Livianus,cos. 77
1866,C. Aurelius (96) M. f. Cotta,cos. 75
1867,-. Fonteius (31),aug. 91
1868,"C. Caelius (6, Caecilius 12)",pr.? 90
1869,M. Caecilius (44) Cornutus,pr. before 90
1870,C. Cassius (10),pr. before 89
1871,L. Cornelius (106) L. f. L. n. Cinna,cos. 87
1872,L. Cornelius (272) Merula,cos. suff. 87
1873,Cn. Octavius (20) Cn. f. Cn. n.,cos. 87
1874,L. Postumius (13),pr. 90
1875,Q. Caecilius (85) L.? f. Metellus Celer,aed.? c. 88
1876,C. Scribonius (10) C. f. Pom. Curio 'Burbuleius',cos. 76
1877,Q. Varius (7) Severus Hybrida Sucronensis,tr. pl. 90
1878,Q. Lutatius (14) Cerco,q. before 109 to after 108
1880,L. Acilius (8),leg. lieut.? 90
1881,C. Baebius (11),leg. lieut. 90
1882,L. Cornelius (338) L. f. L. n. Scipio Asiaticus (Asiagenus),cos. 83
1883,P. Cornelius (203) Lentulus (adelphos),pr. before 90
1884,-. Fonteius (2),father of Fonteia (31)
1885,A. Plautius (Plotius) (7),brother of? M. Plautius (29) Silvanus
1886,P. Sulpicius (92) (Rufus)?,tr. pl. 88
1887,M.? Valerius (249) Messalla,pr. date uncertain
1888,M'.? Valerius (248) Messalla,pr. c. 120
1889,Q. Caecilius (98) Q. f. L. n. Metellus Pius,cos. 80
1891,P. Gabinius (13),pr. 89
1892,Q. Oppius (20) Q. f.,pr. before 88
1894,A. Sempronius (17) Asellio,pr. 89
1895,P. Sextilius (12) Fal.? Rufus?,pr. c. 92
1896,L. Calpurnius (98) Piso Frugi,pr. 74
1897,L. Cassius (12),tr. pl. 89
1898,L. Memmius (14) L. f. Gal.,tr. pl.? 89
1900,M. Plautius (29) Silvanus,tr. pl. 89
1901,Q. Minucius (66) M. f. Ter. Thermus,q.? 89
1902,Q. Hortensius (13) L. f. Hortalus,cos. 69
1903,L. Licinius (104) L. f. L. n. Lucullus Ponticus,cos. 74
1904,P. Attius  (not in RE) P. f. Ouf.,Eques 89
1905,M. Maloleius (RE 14.918) M. f.,sen. 89
1908,T. Annius (not in RE) T. f. Ouf. Luscus or Rufus?,sen. 89
1909,M. Aurelius (216?) M. f. Vol. Scaurus?,q. before 70
1910,L. Volumnius  (3) L. f. Ani.,sen. 89
1911,T. Pompeius  (not in RE) T. f. Cor. (Longinus)?,sen. 89
1912,C. Rabirius (5) C. f. Gal.,Eques 100
1913,D. Aebutius (3) D. f. Cor.,Eques 89
1914,M. Teiedius (1) M. f. Pol.,tr. mil.? 89
1915,C. Fundilius (1) C. f. Qui.,tr. mil.? 89
1916,-.? M(aia)nius? (not in RE),tr. mil.? 89
1917,-. Manlius (59) Vel.? Maltinus,leg. amb. 89 to 88
1918,-. Mancinus (Manlius 61),leg. amb. 89 to 88
1919,"C. Cosconius (3, Supb. 3.262)",pr. 89
1920,"A. Gabinius (9, cf. 8)",pr. before 90
1922,"-. -? (RE 13.1552, s. v. Lucanius) Lucanus?",leg. lieut.? 89
1924,-. Otacilius (1),leg. lieut. 90
1928,Q. Ancharius (2),pr. before 87
1929,M. Iunius (51) Brutus,pr. 88
1930,L. Licinius (122) L. f. Murena,pr. 88
1931,-. Servilius (3),pr. 88
1932,P. Antistius (18),aed. 86
1933,M. Gratidius (1) Cor.?,Eques 88
1934,L. Minucius (37) L. f. Vel. Basilus,Eques 54
1935,C. Mummius (6),leg. lieut. 88
1936,-.? Minucius (49) Rufus,praef. class. 88
1937,C. Popillius (2),praef. class. 88
1938,Sex. Lucilius (15),tr. pl. 87
1939,P. Magius (10),tr. pl. 87
1940,M. Marius (42) Cor. Gratidianus,pr. before 84
1941,C. Milonius (2),tr. pl.? 87
1942,M. Vergilius (4),tr. pl. 87
1944,P. Annius (17),tr. mil. 87
1945,Ap. Claudius (12),tr. mil. 87
1946,C. Flavius (88) Fimbria,q. 86
1947,C. Marcius (43) Censorinus,sen. 82
1949,Q. Lutatius (8) Q. f. Q. n. Catulus,cos. 78
1951,L. Hortensius (6),pr. before 87
1952,L.? Munatius (28) C. f. Cam. (Plancus),leg. lieut.? 87
1955,-. Valerius (178?),leg. lieut. 87
1956,P. Coelius (Caelius 16) Caldus,sen. 87
1957,C. Iulius (131) C. f. C. n. Fab. Caesar,cos. 59
1959,P. Popillius (27) Laenas,tr. pl. 86
1960,"-. Hirtuleius (1, cf. 3 & 4)",q. 86 to 85
1961,-. Erucius (1),tr. mil. 86
1962,A. Gabinius (10),leg. env. 81
1963,"M. Terentius (84, Supb. 6.1172ff) Qui. Varro Reatinus",pr. after 76
1964,C. Fabius (82) C. f. Mae. Hadrianus,pr.? 85
1965,M. Fonteius (12) Pap.,pr. c. 77
1966,M. Iunius (170) Silanus (Murena?)?,pr. 77
1967,C. Verres (1) Rom.,pr. 74
1969,C. Antonius (19) M. f. M. n. Hybrida,cos. 63
1970,"P.? Burrenus (Burrienus 1, and RE 3.1070)",pr. 83
1971,L. Critonius (2),aed. pl. 86
1972,M. Fannius (15),pr. 80
1973,M. Iunius (52) Brutus,tr. pl. 83
1974,M. Pupius (10) M. f. Piso Frugi Calpurnianus ,cos. 61
1976,Cn. Pompeius (31) Cn. f. Sex. n. Clu. Magnus,cos. 70
1977,C. Carrinas (1),pr. 82
1978,T. Cluilius? (5),leg. lieut.? 83
1979,Cn. Cornelius (134) P. f. L. n. Pal. Dolabella,cos. 81
1980,L. Iunius (58) L. f. Gal. Brutus Damasippus,pr. 82
1981,M. Licinius (68) P. f. M. n. Crassus,cos. 70
1982,M. Terentius (Licinius 109) M. f. Varro Lucullus,cos. 73
1983,C. Marius (15) C. f. C. n.,cos. 82
1984,Q. Antonius (41) Balbus,pr. before 82
1985,-. Magius (cf. 8) Minati. f. Cor.,pr. 89 to 82
1986,M. Perperna (6) Veiento,pr. before 82
1987,"P. Furius (57, cf. 53) Crassipes",aed. cur. before 87 to after 82
1988,M. Pomponius (25),aed. pl. 82
1989,Q. Valerius (345) Rom. Soranus,tr. pl. before 81
1990,"L. Cornelius (194, 195) Lentulus",pr. c. 88
1991,Cn. Domitius (22) Ahenobarbus,sen. 82
1992,L. Valerius (179) L. f. C.? n. Flaccus,pr. 63
1993,M. Aemilius (72) Q. f. M. n. Pal. Lepidus,cos. 78
1995,C. Coelius (6) Antipater,pr.? before 81
1996,-. Flavius (86) Fimbria,pr.? before 81
1997,-. Quinctius (not in RE),leg. lieut. 82
1998,L. Sergius (23) Tro. Catilina,pr. 68
1999,"M. Servilius (4,19) (C. f.)",pr. before 86
2001,A. Terentius (82) A. f. Varro,son of Terentia (100)
2002,-. (Octavius)? (43) Balbus,praef. eq. 82
2003,Q. Lucretius (25) Afella (or Ofella)?,pr.? before 81
2004,-. Venuleius (1),sen. 82
2005,M. Tullius (34) M. f. A. n. Decula,cos. 81
2006,C. Claudius (247) P. f. Nero,pr. before 80
2007,Cn. Cornelius (135) (Cn. f. Cn. n.?) Dolabella,pr. 81
2008,L.? Fufidius (4) Cor.?,pr. 81
2009,M. Minucius (64) Thermus,pr. 81
2010,Sex. Nonius (53) Ani. Suffenas,pr. 81
2011,C. Papirius (34) (Cn. f.) Carbo,pr. before 80
2012,P. Cornelius (240) P. f. P. n. Lentulus Sura,cos. 71
2013,L. Fabius (84) L. f. Hispaniensis,q. 81
2014,"A. Manlius (13, 76) A. f. (Torquatus)?",q. 81
2015,C. Tarquitius (1) P. f.,q. 81
2017,"-. Paccianus (1, cf Vibius Paciacus/Pacciaecus)",leg. env. 80
2018,"L. Livius (31, Iulius 453) Salinator",sen. 82
2019,"M. Iunius (23, cf. 25)",leg. lieut. 81
2020,C. Memmius (7) Men.?,q.? 77 to 76
2021,C. Claudius (214) Marcellus,pr. 80
2022,M. Domitius (44) Calvinus,pr. 81
2023,D. Iunius (46) D. f. M. n. Brutus,cos. 77
2024,C. Herennius (7),tr. pl.? 88
2025,C. Publicius (9) Q. f. Malleolus,q. 80
2026,M. Aurelius (107) M. f. Cotta,cos. 74
2027,C. Visellius (3) C. f. Qui. Varro,aed. cur. 59
2028,P. Cornelius (386) P.? f. L. n. Sulla,cos. desig. 66
2030,"L. Manlius (30, cf. 79)",pr. before 78
2031,Cn. Octavius (22) M. f. Cn. n.,cos. 76
2032,Cn. Aufidius (32) Cn. f. Orestes (32) Orestes,cos. 71
2033,"L. Hirtuleius (3, cf. 1) L. f. Ser.",q. 79
2034,L. Thorius (4) Mae. Balbus,leg. lieut. 79
2035,L. Cornelius (374) Sisenna,pr. 78
2036,L. Octavius (26) Cn. f. Cn. n.,cos. 75
2037,-. Terentius (cf. 82) Varro,pr. before 77
2038,M'. Aemilius (62) M'. f. Lepidus,cos. 66
2040,Q. Caecilius (86) Q. f. Q. or L.? n. Metellus Celer,cos. 60
2041,-. Aquinius (not in RE),leg. lieut. 78
2042,Sex. Peducaeus (5),pr. before 76
2043,M. Terpolius (1),tr. pl. 77
2044,L. Iulius (143) L. f. L. n. Caesar,cos. 64
2045,"C. Aelius (98, Staienus 3A.2133) Paetus Staienus",q. 77
2048,-. Cornelius (318) Scipio,leg. lieut.? 77
2049,Q. Manlius (34),tr. pl. 69
2050,C. Cassius (58) L. f. Longinus,cos. 73
2051,"M. Iunius (84, Iuncus 4) Iuncus",pr. 76
2052,Cn. Sicinius (9),tr. pl. 76
2053,M. Marius (23),q. 76
2055,L. Insteius (2),sen. 82
2056,D. Laelius (5),son of? D. Laelius (4)
2057,C. Octavius (55) Graecinus,sen. 82
2058,C. Tarquitius (8) L. f. Fal. Priscus,sen. 82
2059,C. Insteius (1),sen. 82
2060,"M. Otacilius (5, cf. 4)",XV vir s. f. 76
2061,L. Valerius (not in RE),XV vir s. f. 76
2062,C. Claudius (303) Ap. f. Ap. n. Pulcher,pr. 56
2063,"M. Caesius? (9, Cassius 18) M. f. Pom.",pr. 75
2064,Cn. Cornelius (216) Cn. f. Cn. n. Lentulus Clodianus,cos. 72
2066,L. Turius (2),pr.? 75
2067,C. Licinius (154) C. f. Ste. Sacerdos,pr. 75
2068,C. Iunius (15),aed. 75
2069,Q. Opimius (11),tr. pl. 75
2070,P. Autronius (7) L. f. Paetus,cos. desig. 66
2071,P. Cornelius (231) Lentulus Marcellinus,son of? P. Cornelius (230) Marcelli f. Lentulus Marcellinus
2072,M. Tullius (29) M. f. M. n. Cor. Cicero,cos. 63
2074,L. Afranius (6) A. f. Vel.?,cos. 60
2075,Q. Pompeius (25) A. f. Bithynicus,pr. c. 70
2076,L. Titurius (2) L. f. Arn. Sabinus,leg. lieut.? 73
2077,M. Antonius (29) M. f. Creticus,pr. 74
2078,Q. Caecilius (87) C. f. Q. n. Metellus Creticus,cos. 69
2079,P. Coelius (2),pr. 74
2080,M. Seius (3) L. f. Aem.?,aed. cur. 74
2081,L. Quinctius (12),pr. 68
2082,"Cn. Cornelius (228, 24) P. f.  Lentulus Marcellinus",cos. 56
2085,L. Licinius (123) L. f. L. n. Mae. Murena,cos. 62
2086,P. Oppius (17),q. 74
2087,L. Plaetorius (14) L. f. Cestianus,q. before 74 to after 66
2088,Ser. Sulpicius (95) Q. f. Lem. Rufus,cos. 51
2089,"C. Urbinius (2, RE 9A.995)",q. before 75 to after 74
2090,Mam. -? (not in RE),leg. lieut.? after 75
2091,-.? Manius? (not in RE),leg. lieut. 74
2092,C. Annius (35) Bellienus,leg. lieut. 74
2093,C. Fonteius (7),related to M'. Fonteius (10)
2094,L. Mallius (8),leg. lieut.? 74
2095,L. Marcilius (1) Tro.?,leg. lieut. 73
2096,P. Rutilius (30) Nudus,pr. before 74
2097,C. Salluvius (1) C. f. Naso,leg. lieut. 73
2098,Q. Arrius (7) Aem.?,pr. 73
2099,C. Claudius (cf. 165) C. f. Arn. Glaber,pr. before 74
2100,L. Cossinius (2) Lem.,pr. before 73
2101,P. Valerius (77),pr. before 72
2102,P. Varinius (1),pr. 73
2103,C. Licinius (112) L. f. Macer,pr. before 67
2104,C. Octavius (15) Sca.,pr. 61
2105,M. Postumius (19),q. 73
2106,"C. Toranius (4, cf. Turranius 4)",pr. before 60
2107,M. Valerius (266) M. f. M'. n. Messalla Niger 'Menogenes',cos. 61
2109,-. Oppius (9),propr.? 73
2110,Q. Ancharius (3) Q. f.,pr. 56
2111,"-. (Cassius)? (cf. 29a, Supb. 1.277) Barba",officer (title not preserved) 73
2112,P. Cervius (1),leg. lieut. 72
2113,"L.? Furius (2, cf. 18)",leg. lieut. 73
2114,-. Fulvius (1),leg. lieut. 73
2115,C. Gallius (3),leg. lieut. 73
2116,P. Tadius (1),leg. lieut. 71
2117,"C. Valerius (363, 366) Aem.? Triarius",pr. before 77
